language,llm,embedding,top_k,q_index10,n,EM_mean,F1_mean,ROUGE_L_mean,LEV_SIM_mean,ACC_rouge70,ACC_lev80,gold_score_mean,fact_cons_mean,halluc_rate_mean,groundedness_mean,retrieval_support_mean,lat_total_s_mean,lat_gen_s_mean,lat_ret_s_mean,tok_total_mean,tok_prompt_mean,tok_comp_mean,tps_mean,EM_ci_lo,EM_ci_hi,F1_ci_lo,F1_ci_hi,ROUGE_L_ci_lo,ROUGE_L_ci_hi
en,deepseek-r1,all-minilm,3,1,1,0.0,0.0,0.0,0.15094339622641506,0.0,0.0,0.5,7.05,0.295,0.705,0.781,26.13478,26.10576,0.02901,417.0,264.0,153.0,10.073700509752948,0.0,0.0,0.0,0.0,0.0,0.0
en,deepseek-r1,all-minilm,3,2,1,0.0,0.14285714285714288,0.14285714285714288,0.12,0.0,0.0,9.5,8.9,0.11,0.89,0.617,39.482910000000004,37.43568,2.04721,514.0,261.0,253.0,9.53228240058016,0.0,0.0,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
en,deepseek-r1,all-minilm,3,3,1,0.0,0.0,0.0,0.12345679012345678,0.0,0.0,0.0,6.88,0.312,0.688,0.603,32.22882,30.16368,2.06513,462.0,273.0,189.0,9.817223963114415,0.0,0.0,0.0,0.0,0.0,0.0
en,deepseek-r1,all-minilm,3,4,1,0.0,0.4,0.3,0.3132530120481928,0.0,0.0,7.5,8.07,0.193,0.807,0.652,27.85259,25.79464,2.05794,414.0,269.0,145.0,9.733825912362915,0.0,0.0,0.4,0.4,0.3,0.3
en,deepseek-r1,all-minilm,3,5,1,0.0,0.39999999999999997,0.39999999999999997,0.29591836734693877,0.0,0.0,9.5,8.57,0.143,0.857,0.834,37.2933,35.21911,2.07417,494.0,260.0,234.0,9.6207239669613,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997
en,deepseek-r1,all-minilm,3,6,1,0.0,0.5714285714285714,0.5714285714285714,0.48514851485148514,0.0,0.0,8.5,9.25,0.075,0.925,0.759,44.77028,42.69934,2.0709299999999997,581.0,279.0,302.0,9.501050507873936,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
en,deepseek-r1,all-minilm,3,7,1,0.0,0.2857142857142857,0.2857142857142857,0.202247191011236,0.0,0.0,9.5,8.76,0.124,0.876,0.684,33.28682,31.229560000000003,2.05725,470.0,275.0,195.0,9.584962426726095,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
en,deepseek-r1,all-minilm,3,8,1,0.0,0.2857142857142857,0.14285714285714285,0.1428571428571429,0.0,0.0,9.5,8.84,0.116,0.884,0.67,39.7785,37.71075,2.06773,539.0,285.0,254.0,9.502622025947268,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
en,deepseek-r1,all-minilm,3,9,1,0.0,0.3125,0.3125,0.22556390977443608,0.0,0.0,1.5,8.58,0.142,0.858,0.729,46.19496,44.136489999999995,2.05846,595.0,283.0,312.0,9.401308267376402,0.0,0.0,0.3125,0.3125,0.3125,0.3125
en,deepseek-r1,all-minilm,3,10,1,0.0,0.14285714285714285,0.14285714285714285,0.08955223880597019,0.0,0.0,2.5,8.63,0.137,0.863,0.685,38.460440000000006,36.40558,2.05485,538.0,293.0,245.0,9.633748134871956,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
en,deepseek-r1,mxbai-embed-large,3,1,1,0.0,0.42857142857142855,0.42857142857142855,0.32258064516129037,0.0,0.0,2.5,8.61,0.139,0.861,0.767,147.60492000000002,147.54671,0.0582,1533.0,274.0,1259.0,9.190493305254137,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
en,deepseek-r1,mxbai-embed-large,3,2,1,0.0,0.09523809523809523,0.09523809523809523,0.0803571428571429,0.0,0.0,9.5,8.87,0.113,0.887,0.734,28.552130000000002,26.43007,2.12206,421.0,261.0,160.0,10.087611600271655,0.0,0.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523
en,deepseek-r1,mxbai-embed-large,3,3,1,0.0,0.10526315789473685,0.10526315789473685,0.17105263157894735,0.0,0.0,8.5,8.07,0.193,0.807,0.73,42.48904,40.387480000000004,2.10155,571.0,273.0,298.0,9.9899893936819,0.0,0.0,0.10526315789473685,0.10526315789473685,0.10526315789473685,0.10526315789473685
en,deepseek-r1,mxbai-embed-large,3,4,1,0.0,0.42105263157894735,0.3157894736842105,0.3125,0.0,0.0,8.5,8.65,0.135,0.865,0.727,32.92378,30.840490000000003,2.08329,468.0,271.0,197.0,9.707086879526395,0.0,0.0,0.42105263157894735,0.42105263157894735,0.3157894736842105,0.3157894736842105
en,deepseek-r1,mxbai-embed-large,3,5,1,0.0,0.47619047619047616,0.47619047619047616,0.381578947368421,0.0,0.0,8.5,9.19,0.081,0.919,0.919,32.0132,29.91588,2.0973,466.0,280.0,186.0,9.598440668291742,0.0,0.0,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.47619047619047616
en,deepseek-r1,mxbai-embed-large,3,6,1,0.0,0.5714285714285714,0.5714285714285714,0.48514851485148514,0.0,0.0,9.5,8.93,0.107,0.893,0.81,40.12124,38.03624,2.08498,540.0,279.0,261.0,9.491874224680256,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
en,deepseek-r1,mxbai-embed-large,3,7,1,0.0,0.39999999999999997,0.39999999999999997,0.2786885245901639,0.0,0.0,7.5,8.72,0.128,0.872,0.765,38.04983,35.94378,2.10604,509.0,274.0,235.0,9.240429208735636,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997
en,deepseek-r1,mxbai-embed-large,3,8,1,0.0,0.2857142857142857,0.19047619047619047,0.16049382716049387,0.0,0.0,9.5,8.7,0.13,0.87,0.774,26.817970000000003,24.72937,2.08859,430.0,295.0,135.0,9.547868333368024,0.0,0.0,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.19047619047619047
en,deepseek-r1,mxbai-embed-large,3,9,1,0.0,0.3478260869565218,0.3478260869565218,0.2567567567567568,0.0,0.0,6.5,8.98,0.102,0.898,0.812,124.37039999999999,122.27417999999999,2.0961999999999996,1288.0,285.0,1003.0,8.98111658096331,0.0,0.0,0.3478260869565218,0.3478260869565218,0.3478260869565218,0.3478260869565218
en,deepseek-r1,mxbai-embed-large,3,10,1,0.0,0.21052631578947367,0.21052631578947367,0.11650485436893199,0.0,0.0,8.5,8.7,0.13,0.87,0.801,45.27412,43.187400000000004,2.08671,588.0,280.0,308.0,9.428592402379016,0.0,0.0,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367
en,deepseek-r1,nomic-embed-text,3,1,1,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.5,7.74,0.226,0.774,0.793,36.05282,36.01916000000001,0.03364,535.0,280.0,255.0,10.023692944048948,0.0,0.0,0.0,0.0,0.0,0.0
en,deepseek-r1,nomic-embed-text,3,2,1,0.0,0.16666666666666669,0.16666666666666669,0.14516129032258063,0.0,0.0,9.5,8.79,0.121,0.879,0.762,27.19199,25.09879,2.09319,405.0,256.0,149.0,10.179138421464712,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
en,deepseek-r1,nomic-embed-text,3,3,1,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,7.96,0.204,0.796,0.749,34.3023,32.18973,2.1125599999999998,488.0,270.0,218.0,10.093384409253773,0.0,0.0,0.0,0.0,0.0,0.0
en,deepseek-r1,nomic-embed-text,3,4,1,0.0,0.3333333333333333,0.2222222222222222,0.25,0.0,0.0,6.5,8.72,0.128,0.872,0.761,32.3919,30.24784,2.14405,463.0,266.0,197.0,10.016710364353772,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222
en,deepseek-r1,nomic-embed-text,3,5,1,0.0,0.4347826086956522,0.4347826086956522,0.30000000000000004,0.0,0.0,8.5,9.11,0.089,0.911,0.905,31.893919999999998,29.78041,2.1135,471.0,279.0,192.0,10.0218216292489,0.0,0.0,0.4347826086956522,0.4347826086956522,0.4347826086956522,0.4347826086956522
en,deepseek-r1,nomic-embed-text,3,6,1,0.0,0.5714285714285714,0.5714285714285714,0.48514851485148514,0.0,0.0,8.5,9.18,0.082,0.918,0.845,45.62418,43.47119,2.15298,604.0,279.0,325.0,9.877594658721993,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
en,deepseek-r1,nomic-embed-text,3,7,1,0.0,0.39999999999999997,0.39999999999999997,0.2786885245901639,0.0,0.0,7.5,8.8,0.12,0.88,0.784,36.40625,34.341300000000004,2.06494,507.0,277.0,230.0,9.668157639495268,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997
en,deepseek-r1,nomic-embed-text,3,8,1,0.0,0.25,0.16666666666666666,0.17204301075268813,0.0,0.0,8.5,9.26,0.074,0.926,0.778,31.27422,29.20275,2.07146,467.0,285.0,182.0,9.794835386731773,0.0,0.0,0.25,0.25,0.16666666666666666,0.16666666666666666
en,deepseek-r1,nomic-embed-text,3,9,1,0.0,0.5555555555555556,0.5555555555555556,0.2941176470588235,0.0,0.0,4.2,8.48,0.152,0.848,0.832,55.29014,53.22115,2.06898,688.0,285.0,403.0,9.46497898121747,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
en,deepseek-r1,nomic-embed-text,3,10,1,0.0,0.3636363636363636,0.3636363636363636,0.2222222222222222,0.0,0.0,9.5,8.81,0.119,0.881,0.762,32.5413,30.47174,2.06954,486.0,292.0,194.0,9.759610333572011,0.0,0.0,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636
en,llama3,all-minilm,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.65,0.235,0.765,0.781,3.6558699999999997,3.6270300000000004,0.028820000000000002,272.0,264.0,8.0,15.074614631609393,1.0,1.0,1.0,1.0,1.0,1.0
en,llama3,all-minilm,3,2,1,0.0,0.5,0.5,0.44999999999999996,0.0,0.0,9.5,7.48,0.252,0.748,0.617,5.46429,3.4004499999999998,2.06383,267.0,261.0,6.0,15.99355140007549,0.0,0.0,0.5,0.5,0.5,0.5
en,llama3,all-minilm,3,3,1,0.0,0.08695652173913043,0.08695652173913043,0.1456310679611651,0.0,0.0,0.0,7.79,0.221,0.779,0.603,6.55297,4.497529999999999,2.0554200000000002,295.0,273.0,22.0,13.965695807466378,0.0,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043
en,llama3,all-minilm,3,4,1,0.0,0.28571428571428575,0.19047619047619044,0.2584269662921348,0.0,0.0,6.4,8.02,0.198,0.802,0.652,6.43327,4.3793500000000005,2.0539099999999997,288.0,270.0,18.0,14.099997180000564,0.0,0.0,0.28571428571428575,0.28571428571428575,0.19047619047619044,0.19047619047619044
en,llama3,all-minilm,3,5,1,0.0,0.47619047619047616,0.47619047619047616,0.381578947368421,0.0,0.0,9.5,8.54,0.146,0.854,0.834,6.57163,4.5155,2.05612,284.0,261.0,23.0,13.953105190761391,0.0,0.0,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.47619047619047616
en,llama3,all-minilm,3,6,1,0.0,0.8421052631578948,0.8421052631578948,0.8909090909090909,1.0,1.0,8.5,8.3,0.17,0.83,0.759,6.18011,4.11376,2.0663400000000003,295.0,280.0,15.0,14.249165853830917,0.0,0.0,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948
en,llama3,all-minilm,3,7,1,0.0,0.47058823529411764,0.47058823529411764,0.3013698630136986,0.0,0.0,9.5,8.96,0.104,0.896,0.684,6.26824,4.19857,2.06966,293.0,275.0,18.0,14.059784704079023,0.0,0.0,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764
en,llama3,all-minilm,3,8,1,0.0,0.4615384615384615,0.3076923076923077,0.36363636363636365,0.0,0.0,9.5,7.96,0.204,0.796,0.67,5.73112,3.67827,2.05284,296.0,285.0,11.0,14.509871065285711,0.0,0.0,0.4615384615384615,0.4615384615384615,0.3076923076923077,0.3076923076923077
en,llama3,all-minilm,3,9,1,0.0,0.5714285714285714,0.5714285714285714,0.390625,0.0,0.0,2.5,8.42,0.158,0.842,0.729,6.34732,4.286569999999999,2.0607399999999996,298.0,282.0,16.0,14.234506918014844,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
en,llama3,all-minilm,3,10,1,0.0,0.25,0.25,0.15384615384615385,0.0,0.0,1.0,8.67,0.133,0.867,0.685,6.67008,4.63067,2.03941,312.0,291.0,21.0,13.045979685670169,0.0,0.0,0.25,0.25,0.25,0.25
en,llama3,mxbai-embed-large,3,1,1,0.0,0.6,0.6,0.5714285714285714,0.0,0.0,1.0,8.36,0.164,0.836,0.767,11.061770000000001,11.00182,0.05993,284.0,273.0,11.0,14.562093361816787,0.0,0.0,0.6,0.6,0.6,0.6
en,llama3,mxbai-embed-large,3,2,1,0.0,0.4,0.4,0.375,0.0,0.0,9.5,7.9,0.21,0.79,0.734,12.73611,10.6562,2.0799000000000003,268.0,261.0,7.0,15.7381354131654,0.0,0.0,0.4,0.4,0.4,0.4
en,llama3,mxbai-embed-large,3,3,1,0.0,0.125,0.125,0.22807017543859653,0.0,0.0,0.0,7.75,0.225,0.775,0.73,13.25498,11.17501,2.0799600000000003,287.0,273.0,14.0,14.705647556887747,0.0,0.0,0.125,0.125,0.125,0.125
en,llama3,mxbai-embed-large,3,4,1,0.0,0.25,0.16666666666666666,0.2407407407407407,0.0,0.0,3.5,8.89,0.111,0.889,0.727,13.88602,11.78858,2.0974299999999997,295.0,272.0,23.0,14.503696740060835,0.0,0.0,0.25,0.25,0.16666666666666666,0.16666666666666666
en,llama3,mxbai-embed-large,3,5,1,0.0,0.47619047619047616,0.47619047619047616,0.381578947368421,0.0,0.0,9.5,9.2,0.08,0.92,0.919,14.07934,11.99219,2.0871399999999998,304.0,279.0,25.0,14.271253021152909,0.0,0.0,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.47619047619047616
en,llama3,mxbai-embed-large,3,6,1,0.0,0.8421052631578948,0.8421052631578948,0.8909090909090909,1.0,1.0,8.5,8.55,0.145,0.855,0.81,13.40686,11.31476,2.0920900000000002,295.0,280.0,15.0,14.629440656990626,0.0,0.0,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948
en,llama3,mxbai-embed-large,3,7,1,0.0,0.5454545454545454,0.5454545454545454,0.3902439024390244,0.0,0.0,6.4,8.53,0.147,0.853,0.765,13.037510000000001,10.93784,2.09965,285.0,275.0,10.0,14.342220585934212,0.0,0.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
en,llama3,mxbai-embed-large,3,8,1,0.0,0.4615384615384615,0.3076923076923077,0.36363636363636365,0.0,0.0,9.5,8.59,0.141,0.859,0.774,13.09321,11.00798,2.0852199999999996,305.0,294.0,11.0,14.92312757822466,0.0,0.0,0.4615384615384615,0.4615384615384615,0.3076923076923077,0.3076923076923077
en,llama3,mxbai-embed-large,3,9,1,0.0,0.5555555555555556,0.5555555555555556,0.2941176470588235,0.0,0.0,6.5,8.7,0.13,0.87,0.812,13.21894,11.14375,2.07517,297.0,284.0,13.0,14.825976113755836,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
en,llama3,mxbai-embed-large,3,10,1,0.0,0.25,0.25,0.14814814814814814,0.0,0.0,9.5,7.93,0.207,0.793,0.801,13.570540000000001,11.47644,2.09408,298.0,280.0,18.0,14.424096318345574,0.0,0.0,0.25,0.25,0.25,0.25
en,llama3,nomic-embed-text,3,1,1,0.0,0.6,0.6,0.5714285714285714,0.0,0.0,1.0,8.54,0.146,0.854,0.793,11.06084,11.026209999999999,0.03461,292.0,281.0,11.0,14.94253982152902,0.0,0.0,0.6,0.6,0.6,0.6
en,llama3,nomic-embed-text,3,2,1,0.0,0.5,0.5,0.44999999999999996,0.0,0.0,9.5,8.31,0.169,0.831,0.762,12.68588,10.61609,2.06978,263.0,257.0,6.0,15.486504672665625,0.0,0.0,0.5,0.5,0.5,0.5
en,llama3,nomic-embed-text,3,3,1,0.0,0.0625,0.0625,0.12318840579710144,0.0,0.0,0.0,7.99,0.201,0.799,0.749,14.56478,12.48836,2.0764099999999996,303.0,271.0,32.0,14.16198406564363,0.0,0.0,0.0625,0.0625,0.0625,0.0625
en,llama3,nomic-embed-text,3,4,1,0.0,0.5,0.3333333333333333,0.16216216216216217,0.0,0.0,6.5,8.64,0.136,0.864,0.761,12.850950000000001,10.775870000000001,2.07506,276.0,267.0,9.0,15.085198687989989,0.0,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333
en,llama3,nomic-embed-text,3,5,1,0.0,0.47619047619047616,0.47619047619047616,0.381578947368421,0.0,0.0,9.5,9.21,0.079,0.921,0.905,14.25964,12.198139999999999,2.0614899999999996,302.0,279.0,23.0,13.446466838528105,0.0,0.0,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.47619047619047616
en,llama3,nomic-embed-text,3,6,1,0.0,0.8421052631578948,0.8421052631578948,0.8909090909090909,1.0,1.0,9.5,8.64,0.136,0.864,0.845,13.458350000000001,11.386719999999999,2.07161,295.0,280.0,15.0,13.677672694751369,0.0,0.0,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948
en,llama3,nomic-embed-text,3,7,1,0.0,0.375,0.375,0.2753623188405797,0.0,0.0,4.5,8.83,0.117,0.883,0.784,13.58592,11.51771,2.0682,294.0,277.0,17.0,13.551122726460385,0.0,0.0,0.375,0.375,0.375,0.375
en,llama3,nomic-embed-text,3,8,1,0.0,0.4615384615384615,0.3076923076923077,0.36363636363636365,0.0,0.0,9.5,8.53,0.147,0.853,0.778,13.21075,11.15663,2.0541,296.0,285.0,11.0,13.870867269671097,0.0,0.0,0.4615384615384615,0.4615384615384615,0.3076923076923077,0.3076923076923077
en,llama3,nomic-embed-text,3,9,1,0.0,0.5217391304347827,0.5217391304347827,0.3846153846153846,0.0,0.0,2.5,8.54,0.146,0.854,0.832,14.298399999999999,12.190520000000001,2.1078699999999997,304.0,284.0,20.0,12.729641945086744,0.0,0.0,0.5217391304347827,0.5217391304347827,0.5217391304347827,0.5217391304347827
en,llama3,nomic-embed-text,3,10,1,0.0,0.3636363636363636,0.3636363636363636,0.2222222222222222,0.0,0.0,9.5,8.26,0.174,0.826,0.762,13.30026,11.1853,2.11495,303.0,291.0,12.0,14.546690573344474,0.0,0.0,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636
en,mistral,all-minilm,3,1,1,0.0,0.42857142857142855,0.42857142857142855,0.3278688524590164,0.0,0.0,9.5,8.85,0.115,0.885,0.781,11.64362,11.61416,0.02945,344.0,324.0,20.0,14.083269301402243,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
en,mistral,all-minilm,3,2,1,0.0,0.0,0.0,0.08108108108108103,0.0,0.0,1.5,6.9,0.31,0.69,0.617,13.05133,11.01185,2.03947,333.0,319.0,14.0,15.168203458480402,0.0,0.0,0.0,0.0,0.0,0.0
en,mistral,all-minilm,3,3,1,0.0,0.10526315789473685,0.10526315789473685,0.19718309859154926,0.0,0.0,9.5,6.87,0.313,0.687,0.603,13.6335,11.58471,2.0487800000000003,354.0,335.0,19.0,13.677174623974878,0.0,0.0,0.10526315789473685,0.10526315789473685,0.10526315789473685,0.10526315789473685
en,mistral,all-minilm,3,4,1,0.0,0.25806451612903225,0.12903225806451613,0.19718309859154926,0.0,0.0,2.5,8.06,0.194,0.806,0.652,14.597040000000002,12.54574,2.05129,372.0,340.0,32.0,13.961656143868234,0.0,0.0,0.25806451612903225,0.25806451612903225,0.12903225806451613,0.12903225806451613
en,mistral,all-minilm,3,5,1,0.0,0.5263157894736842,0.5263157894736842,0.417910447761194,0.0,0.0,8.5,8.43,0.157,0.843,0.834,14.02539,11.96711,2.05827,347.0,322.0,25.0,13.608729749733826,0.0,0.0,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842
en,mistral,all-minilm,3,6,1,0.0,0.5384615384615384,0.46153846153846156,0.4242424242424242,0.0,0.0,8.5,9.16,0.084,0.916,0.759,14.414530000000001,12.36192,2.0526,371.0,342.0,29.0,13.897521592675144,0.0,0.0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.46153846153846156
en,mistral,all-minilm,3,7,1,0.0,0.39999999999999997,0.39999999999999997,0.2786885245901639,0.0,0.0,6.5,8.71,0.129,0.871,0.684,13.537709999999999,11.48474,2.0529499999999996,355.0,338.0,17.0,13.99355703707996,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997
en,mistral,all-minilm,3,8,1,0.0,0.4,0.26666666666666666,0.27083333333333337,0.0,0.0,9.5,8.34,0.166,0.834,0.67,13.333870000000001,11.26678,2.06707,372.0,357.0,15.0,14.389107560689418,0.0,0.0,0.4,0.4,0.26666666666666666,0.26666666666666666
en,mistral,all-minilm,3,9,1,0.0,0.46153846153846156,0.46153846153846156,0.29885057471264365,0.0,0.0,6.5,9.03,0.097,0.903,0.729,14.06966,12.03029,2.03936,378.0,353.0,25.0,13.790985913721496,0.0,0.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156
en,mistral,all-minilm,3,10,1,0.0,0.13333333333333336,0.13333333333333336,0.11267605633802813,0.0,0.0,2.0,9.0,0.1,0.9,0.685,14.060360000000001,11.99396,2.06638,386.0,360.0,26.0,14.60959454778922,0.0,0.0,0.13333333333333336,0.13333333333333336,0.13333333333333336,0.13333333333333336
en,mistral,mxbai-embed-large,3,1,1,0.0,0.4,0.4,0.2564102564102564,0.0,0.0,8.5,8.51,0.149,0.851,0.767,11.508120000000002,11.44669,0.06142,358.0,336.0,22.0,13.849130343860056,0.0,0.0,0.4,0.4,0.4,0.4
en,mistral,mxbai-embed-large,3,2,1,0.0,0.0,0.0,0.0821917808219178,0.0,0.0,8.5,8.06,0.194,0.806,0.734,12.85614,10.784120000000001,2.07201,332.0,319.0,13.0,13.226312792937392,0.0,0.0,0.0,0.0,0.0,0.0
en,mistral,mxbai-embed-large,3,3,1,0.0,0.11764705882352941,0.11764705882352941,0.17391304347826086,0.0,0.0,0.0,7.75,0.225,0.775,0.73,13.17433,11.07626,2.09805,351.0,335.0,16.0,13.359812481672009,0.0,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
en,mistral,mxbai-embed-large,3,4,1,0.0,0.3333333333333333,0.2222222222222222,0.29230769230769227,0.0,0.0,6.5,8.88,0.112,0.888,0.727,13.23227,11.13991,2.09236,363.0,344.0,19.0,14.882817395663617,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222
en,mistral,mxbai-embed-large,3,5,1,0.0,0.3846153846153846,0.3846153846153846,0.26126126126126126,0.0,0.0,9.5,9.25,0.075,0.925,0.919,14.623059999999999,12.53749,2.08555,376.0,342.0,34.0,13.128374692154091,0.0,0.0,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.3846153846153846
en,mistral,mxbai-embed-large,3,6,1,0.0,0.5185185185185185,0.4444444444444444,0.4158415841584159,0.0,0.0,9.5,8.95,0.105,0.895,0.81,14.30482,12.10821,2.19659,373.0,342.0,31.0,14.18195790529554,0.0,0.0,0.5185185185185185,0.5185185185185185,0.4444444444444444,0.4444444444444444
en,mistral,mxbai-embed-large,3,7,1,0.0,0.39999999999999997,0.39999999999999997,0.2786885245901639,0.0,0.0,6.5,8.71,0.129,0.871,0.765,13.24277,11.14833,2.09443,354.0,337.0,17.0,13.585573208098854,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997
en,mistral,mxbai-embed-large,3,8,1,0.0,0.5333333333333333,0.26666666666666666,0.26086956521739135,0.0,0.0,9.5,8.74,0.126,0.874,0.774,12.910680000000001,10.81599,2.09468,378.0,364.0,14.0,15.04354192028019,0.0,0.0,0.5333333333333333,0.5333333333333333,0.26666666666666666,0.26666666666666666
en,mistral,mxbai-embed-large,3,9,1,0.0,0.46153846153846156,0.46153846153846156,0.2941176470588235,0.0,0.0,4.5,9.08,0.092,0.908,0.812,13.74027,11.63977,2.1004899999999997,375.0,350.0,25.0,14.562386311450066,0.0,0.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156
en,mistral,mxbai-embed-large,3,10,1,0.0,0.125,0.125,0.09999999999999998,0.0,0.0,2.5,8.7,0.13,0.87,0.801,13.9544,11.868030000000001,2.08635,375.0,348.0,27.0,13.894928608371435,0.0,0.0,0.125,0.125,0.125,0.125
en,mistral,nomic-embed-text,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.93,0.207,0.793,0.793,10.41807,10.38198,0.03608,356.0,349.0,7.0,14.64774373479381,1.0,1.0,1.0,1.0,1.0,1.0
en,mistral,nomic-embed-text,3,2,1,0.0,0.2222222222222222,0.2222222222222222,0.17647058823529416,0.0,0.0,9.8,8.8,0.12,0.88,0.762,13.25557,11.200280000000001,2.05528,333.0,314.0,19.0,13.322931162658543,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
en,mistral,nomic-embed-text,3,3,1,0.0,0.11111111111111112,0.11111111111111112,0.19999999999999996,0.0,0.0,0.0,8.04,0.196,0.804,0.749,13.17967,11.1175,2.06216,352.0,334.0,18.0,14.020603588542333,0.0,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
en,mistral,nomic-embed-text,3,4,1,0.0,0.3333333333333333,0.2222222222222222,0.29230769230769227,0.0,0.0,8.5,9.04,0.096,0.904,0.761,13.28994,11.2451,2.04483,358.0,338.0,20.0,14.536008782656506,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222
en,mistral,nomic-embed-text,3,5,1,0.0,0.4166666666666667,0.4166666666666667,0.30107526881720426,0.0,0.0,9.5,9.29,0.071,0.929,0.905,14.09103,11.96458,2.12643,370.0,342.0,28.0,13.7352226786186,0.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667
en,mistral,nomic-embed-text,3,6,1,0.0,0.5185185185185185,0.4444444444444444,0.4158415841584159,0.0,0.0,8.5,9.26,0.074,0.926,0.845,14.23424,12.17656,2.05767,373.0,342.0,31.0,13.730439494094426,0.0,0.0,0.5185185185185185,0.5185185185185185,0.4444444444444444,0.4444444444444444
en,mistral,nomic-embed-text,3,7,1,0.0,0.39999999999999997,0.39999999999999997,0.2786885245901639,0.0,0.0,6.4,8.8,0.12,0.88,0.784,13.09345,11.02057,2.07287,355.0,338.0,17.0,15.197632244655418,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997
en,mistral,nomic-embed-text,3,8,1,0.0,0.5333333333333333,0.26666666666666666,0.26086956521739135,0.0,0.0,9.5,8.61,0.139,0.861,0.778,12.938180000000001,10.87824,2.05993,370.0,356.0,14.0,14.215797223431412,0.0,0.0,0.5333333333333333,0.5333333333333333,0.26666666666666666,0.26666666666666666
en,mistral,nomic-embed-text,3,9,1,0.0,0.5714285714285714,0.4761904761904762,0.352112676056338,0.0,0.0,2.5,8.69,0.131,0.869,0.832,13.22398,11.13313,2.09083,367.0,350.0,17.0,13.86736501629252,0.0,0.0,0.5714285714285714,0.5714285714285714,0.4761904761904762,0.4761904761904762
